X1,X2,X3,X4
4.7768921,2.0278198,3.4514038,0.807605
2.3268921,4.4778198,1.0014038,3.257605
1.7143921,1.4153198,4.0639038,1.420105
4.1643921,3.8653198,1.6139038,3.870105
2.9393921,0.1903198,0.3889038,0.195105
0.4893921,2.6403198,2.8389038,2.645105
0.6425171,0.3434448,4.5232788,3.71698
3.0925171,2.7934448,2.0732788,1.26698
4.3175171,1.5684448,0.8482788,4.94198
1.8675171,4.0184448,3.2982788,2.49198
2.4800171,2.1809448,1.4607788,3.10448
4.9300171,4.6309448,3.9107788,0.65448
3.7050171,0.9559448,2.6857788,4.32948
1.2550171,3.4059448,0.2357788,1.87948
0.9487671,1.8746948,3.6045288,0.34823
3.3987671,4.3246948,1.1545288,2.79823
4.6237671,0.6496948,2.3795288,1.57323
2.1737671,3.0996948,4.8295288,4.02323
1.5612671,1.2621948,0.5420288,0.96073
4.0112671,3.7121948,2.9920288,3.41073
2.7862671,2.4871948,4.2170288,2.18573
0.3362671,4.9371948,1.7670288,4.63573
0.2597046,1.0325073,3.2217163,1.3435425
2.7097046,3.4825073,0.7717163,3.7935425
3.9347046,2.2575073,1.9967163,0.1185425
1.4847046,4.7075073,4.4467163,2.5685425
2.0972046,1.6450073,0.1592163,1.9560425
4.5472046,4.0950073,2.6092163,4.4060425
3.3222046,0.4200073,3.8342163,0.7310425
0.8722046,2.8700073,1.3842163,3.1810425
1.1784546,1.9512573,4.7529663,4.7122925
3.6284546,4.4012573,2.3029663,2.2622925
4.8534546,0.7262573,1.0779663,3.4872925
2.4034546,3.1762573,3.5279663,1.0372925
1.7909546,0.1137573,1.6904663,4.0997925
4.2409546,2.5637573,4.1404663,1.6497925
3.0159546,1.3387573,2.9154663,2.8747925
0.5659546,3.7887573,0.4654663,0.4247925
0.4128296,1.4918823,2.4560913,0.8841675
2.8628296,3.9418823,4.9060913,3.3341675
4.0878296,0.2668823,3.6810913,2.1091675
1.6378296,2.7168823,1.2310913,4.5591675
2.2503296,0.8793823,4.2935913,0.2716675
4.7003296,3.3293823,1.8435913,2.7216675
3.4753296,2.1043823,0.6185913,1.4966675
1.0253296,4.5543823,3.0685913,3.9466675
0.7190796,0.5731323,0.9248413,3.0279175
3.1690796,3.0231323,3.3748413,0.5779175
4.3940796,1.7981323,4.5998413,4.2529175
1.9440796,4.2481323,2.1498413,1.8029175
1.3315796,2.4106323,2.7623413,3.6404175
3.7815796,4.8606323,0.3123413,1.1904175
2.5565796,1.1856323,1.5373413,4.8654175
0.1065796,3.6356323,3.9873413,2.4154175
0.1089722,0.5611694,3.4298706,0.7525757
2.5589722,3.0111694,0.9798706,3.2025757
3.7839722,1.7861694,2.2048706,1.9775757
1.3339722,4.2361694,4.6548706,4.4275757
1.9464722,2.3986694,0.3673706,0.1400757
4.3964722,4.8486694,2.8173706,2.5900757
3.1714722,1.1736694,4.0423706,1.3650757
0.7214722,3.6236694,1.5923706,3.8150757
1.0277222,1.4799194,4.9611206,2.8963257
3.4777222,3.9299194,2.5111206,0.4463257
4.7027222,0.2549194,1.2861206,4.1213257
2.2527222,2.7049194,3.7361206,1.6713257
1.6402222,0.8674194,1.8986206,3.5088257
4.0902222,3.3174194,4.3486206,1.0588257
2.8652222,2.0924194,3.1236206,4.7338257
0.4152222,4.5424194,0.6736206,2.2838257
0.5683472,1.9392944,2.3579956,1.5182007
3.0183472,4.3892944,4.8079956,3.9682007
4.2433472,0.7142944,3.5829956,0.2932007
1.7933472,3.1642944,1.1329956,2.7432007
2.4058472,0.1017944,4.1954956,2.1307007
4.8558472,2.5517944,1.7454956,4.5807007
3.6308472,1.3267944,0.5204956,0.9057007
1.1808472,3.7767944,2.9704956,3.3557007
0.8745972,1.0205444,0.8267456,4.8869507
3.3245972,3.4705444,3.2767456,2.4369507
4.5495972,2.2455444,4.5017456,3.6619507
2.0995972,4.6955444,2.0517456,1.2119507
1.4870972,1.6330444,2.6642456,4.2744507
3.9370972,4.0830444,0.2142456,1.8244507
2.7120972,0.4080444,1.4392456,3.0494507
0.2620972,2.8580444,3.8892456,0.5994507
0.3386597,1.8627319,1.0564331,3.5853882
2.7886597,4.3127319,3.5064331,1.1353882
4.0136597,0.6377319,4.7314331,4.8103882
1.5636597,3.0877319,2.2814331,2.3603882
2.1761597,1.2502319,2.8939331,2.9728882
4.6261597,3.7002319,0.4439331,0.5228882
3.4011597,2.4752319,1.6689331,4.1978882
0.9511597,4.9252319,4.1189331,1.7478882
1.2574097,0.3314819,1.9751831,0.2166382
3.7074097,2.7814819,4.4251831,2.6666382
4.9324097,1.5564819,3.2001831,1.4416382
2.4824097,4.0064819,0.7501831,3.8916382
1.8699097,2.1689819,3.8126831,0.8291382
4.3199097,4.6189819,1.3626831,3.2791382
3.0949097,0.9439819,0.1376831,2.0541382
0.6449097,3.3939819,2.5876831,4.5041382
0.4917847,0.7908569,4.5783081,4.3510132
2.9417847,3.2408569,2.1283081,1.9010132
4.1667847,2.0158569,0.9033081,3.1260132
1.7167847,4.4658569,3.3533081,0.6760132
2.3292847,1.4033569,1.5158081,4.9635132
4.7792847,3.8533569,3.9658081,2.5135132
3.5542847,0.1783569,2.7408081,3.7385132
1.1042847,2.6283569,0.2908081,1.2885132
0.7980347,2.3221069,3.6595581,2.2072632
3.2480347,4.7721069,1.2095581,4.6572632
4.4730347,1.0971069,2.4345581,0.9822632
2.0230347,3.5471069,4.8845581,3.4322632
1.4105347,0.4846069,0.5970581,1.5947632
3.8605347,2.9346069,3.0470581,4.0447632
2.6355347,1.7096069,4.2720581,0.3697632
0.1855347,4.1596069,1.8220581,2.8197632
0.2238159,2.5135132,4.3869019,4.6189819
2.6738159,4.9635132,1.9369019,2.1689819
3.8988159,1.2885132,0.7119019,3.3939819
1.4488159,3.7385132,3.1619019,0.9439819
2.0613159,0.6760132,2.5494019,4.0064819
4.5113159,3.1260132,4.9994019,1.5564819
3.2863159,1.9010132,3.7744019,2.7814819
0.8363159,4.3510132,1.3244019,0.3314819
1.1425659,0.9822632,2.8556519,1.8627319
3.5925659,3.4322632,0.4056519,4.3127319
4.8175659,2.2072632,1.6306519,0.6377319
2.3675659,4.6572632,4.0806519,3.0877319
1.7550659,1.5947632,1.0181519,2.4752319
4.2050659,4.0447632,3.4681519,4.9252319
2.9800659,0.3697632,4.6931519,1.2502319
0.5300659,2.8197632,2.2431519,3.7002319
0.6831909,0.2166382,0.2525269,2.6283569
3.1331909,2.6666382,2.7025269,0.1783569
4.3581909,1.4416382,3.9275269,3.8533569
1.9081909,3.8916382,1.4775269,1.4033569
2.5206909,2.0541382,3.3150269,3.2408569
4.9706909,4.5041382,0.8650269,0.7908569
3.7456909,0.8291382,2.0900269,4.4658569
1.2956909,3.2791382,4.5400269,2.0158569
0.9894409,1.7478882,1.7837769,1.0971069
3.4394409,4.1978882,4.2337769,3.5471069
4.6644409,0.5228882,3.0087769,2.3221069
2.2144409,2.9728882,0.5587769,4.7721069
1.6019409,1.1353882,4.8462769,0.4846069
4.0519409,3.5853882,2.3962769,2.9346069
2.8269409,2.3603882,1.1712769,1.7096069
0.3769409,4.8103882,3.6212769,4.1596069
0.3003784,1.2119507,1.4009644,2.3986694
2.7503784,3.6619507,3.8509644,4.8486694
3.9753784,2.4369507,2.6259644,1.1736694
1.5253784,4.8869507,0.1759644,3.6236694
2.1378784,1.8244507,4.4634644,1.7861694
4.5878784,4.2744507,2.0134644,4.2361694
3.3628784,0.5994507,0.7884644,0.5611694
0.9128784,3.0494507,3.2384644,3.0111694
1.2191284,2.1307007,0.4822144,3.9299194
3.6691284,4.5807007,2.9322144,1.4799194
4.8941284,0.9057007,4.1572144,2.7049194
2.4441284,3.3557007,1.7072144,0.2549194
1.8316284,0.2932007,3.5447144,4.5424194
4.2816284,2.7432007,1.0947144,2.0924194
3.0566284,1.5182007,2.3197144,3.3174194
0.6066284,3.9682007,4.7697144,0.8674194
0.4535034,1.3650757,3.0853394,0.4080444
2.9035034,3.8150757,0.6353394,2.8580444
4.1285034,0.1400757,1.8603394,1.6330444
1.6785034,2.5900757,4.3103394,4.0830444
2.2910034,0.7525757,1.2478394,1.0205444
4.7410034,3.2025757,3.6978394,3.4705444
3.5160034,1.9775757,4.9228394,2.2455444
1.0660034,4.4275757,2.4728394,4.6955444
0.7597534,0.4463257,4.0040894,3.1642944
3.2097534,2.8963257,1.5540894,0.7142944
4.4347534,1.6713257,0.3290894,4.3892944
1.9847534,4.1213257,2.7790894,1.9392944
1.3722534,2.2838257,2.1665894,2.5517944
3.8222534,4.7338257,4.6165894,0.1017944
2.5972534,1.0588257,3.3915894,3.7767944
0.1472534,3.5088257,0.9415894,1.3267944
0.166394,1.5756226,2.032605,4.1404663
2.616394,4.0256226,4.482605,1.6904663
3.841394,0.3506226,3.257605,2.9154663
1.391394,2.8006226,0.807605,0.4654663
2.003894,0.9631226,3.870105,4.7529663
4.453894,3.4131226,1.420105,2.3029663
3.228894,2.1881226,0.195105,3.5279663
0.778894,4.6381226,2.645105,1.0779663
1.085144,0.6568726,1.113855,1.9967163
3.535144,3.1068726,3.563855,4.4467163
4.760144,1.8818726,4.788855,0.7717163
2.310144,4.3318726,2.338855,3.2217163
1.697644,2.4943726,2.951355,1.3842163
4.147644,4.9443726,0.501355,3.8342163
2.922644,1.2693726,1.726355,0.1592163
0.472644,3.7193726,4.176355,2.6092163
0.625769,1.1162476,3.71698,3.6810913
3.075769,3.5662476,1.26698,1.2310913
4.300769,2.3412476,2.49198,4.9060913
1.850769,4.7912476,4.94198,2.4560913
2.463269,1.7287476,0.65448,3.0685913
4.913269,4.1787476,3.10448,0.6185913
3.688269,0.5037476,4.32948,4.2935913
1.238269,2.9537476,1.87948,1.8435913
0.932019,2.0349976,4.63573,0.3123413
3.382019,4.4849976,2.18573,2.7623413
4.607019,0.8099976,0.96073,1.5373413
2.157019,3.2599976,3.41073,3.9873413
1.544519,0.1974976,1.57323,0.9248413
3.994519,2.6474976,4.02323,3.3748413
2.769519,1.4224976,2.79823,2.1498413
0.319519,3.8724976,0.34823,4.5998413
0.3960815,0.2740601,4.8654175,1.4607788
2.8460815,2.7240601,2.4154175,3.9107788
4.0710815,1.4990601,1.1904175,0.2357788
1.6210815,3.9490601,3.6404175,2.6857788
2.2335815,2.1115601,1.8029175,2.0732788
4.6835815,4.5615601,4.2529175,4.5232788
3.4585815,0.8865601,3.0279175,0.8482788
1.0085815,3.3365601,0.5779175,3.2982788
1.3148315,1.8053101,3.3341675,4.8295288
3.7648315,4.2553101,0.8841675,2.3795288
4.9898315,0.5803101,2.1091675,3.6045288
2.5398315,3.0303101,4.5591675,1.1545288
1.9273315,1.1928101,0.2716675,4.2170288
4.3773315,3.6428101,2.7216675,1.7670288
3.1523315,2.4178101,3.9466675,2.9920288
0.7023315,4.8678101,1.4966675,0.5420288
0.5492065,2.2646851,0.7310425,1.0014038
2.9992065,4.7146851,3.1810425,3.4514038
4.2242065,1.0396851,4.4060425,2.2264038
1.7742065,3.4896851,1.9560425,4.6764038
2.3867065,0.4271851,2.5685425,0.3889038
4.8367065,2.8771851,0.1185425,2.8389038
3.6117065,1.6521851,1.3435425,1.6139038
1.1617065,4.1021851,3.7935425,4.0639038
0.8554565,0.7334351,2.2622925,3.1451538
3.3054565,3.1834351,4.7122925,0.6951538
4.5304565,1.9584351,3.4872925,4.3701538
2.0804565,4.4084351,1.0372925,1.9201538
1.4679565,1.3459351,4.0997925,3.7576538
3.9179565,3.7959351,1.6497925,1.3076538
2.6929565,0.1209351,0.4247925,4.9826538
0.2429565,2.5709351,2.8747925,2.5326538
0.2046753,0.9248413,0.5396362,0.6568726
2.6546753,3.3748413,2.9896362,3.1068726
3.8796753,2.1498413,4.2146362,1.8818726
1.4296753,4.5998413,1.7646362,4.3318726
2.0421753,1.5373413,3.6021362,1.2693726
4.4921753,3.9873413,1.1521362,3.7193726
3.2671753,0.3123413,2.3771362,2.4943726
0.8171753,2.7623413,4.8271362,4.9443726
1.1234253,2.4560913,1.4583862,3.4131226
3.5734253,4.9060913,3.9083862,0.9631226
4.7984253,1.2310913,2.6833862,4.6381226
2.3484253,3.6810913,0.2333862,2.1881226
1.7359253,0.6185913,4.5208862,2.8006226
4.1859253,3.0685913,2.0708862,0.3506226
2.9609253,1.8435913,0.8458862,4.0256226
0.5109253,4.2935913,3.2958862,1.5756226
0.6640503,1.6904663,4.0615112,2.3412476
3.1140503,4.1404663,1.6115112,4.7912476
4.3390503,0.4654663,0.3865112,1.1162476
1.8890503,2.9154663,2.8365112,3.5662476
2.5015503,1.0779663,2.2240112,1.7287476
4.9515503,3.5279663,4.6740112,4.1787476
3.7265503,2.3029663,3.4490112,0.5037476
1.2765503,4.7529663,0.9990112,2.9537476
0.9703003,0.1592163,3.1427612,3.8724976
3.4203003,2.6092163,0.6927612,1.4224976
4.6453003,1.3842163,1.9177612,2.6474976
2.1953003,3.8342163,4.3677612,0.1974976
1.5828003,1.9967163,1.3052612,4.4849976
4.0328003,4.4467163,3.7552612,2.0349976
2.8078003,0.7717163,4.9802612,3.2599976
0.3578003,3.2217163,2.5302612,0.8099976
0.2812378,2.2264038,2.7599487,2.7240601
2.7312378,4.6764038,0.3099487,0.2740601
3.9562378,1.0014038,1.5349487,3.9490601
1.5062378,3.4514038,3.9849487,1.4990601
2.1187378,0.3889038,0.9224487,3.3365601
4.5687378,2.8389038,3.3724487,0.8865601
3.3437378,1.6139038,4.5974487,4.5615601
0.8937378,4.0639038,2.1474487,2.1115601
1.1999878,1.3076538,4.2911987,1.1928101
3.6499878,3.7576538,1.8411987,3.6428101
4.8749878,2.5326538,0.6161987,2.4178101
2.4249878,4.9826538,3.0661987,4.8678101
1.8124878,1.9201538,2.4536987,0.5803101
4.2624878,4.3701538,4.9036987,3.0303101
3.0374878,0.6951538,3.6786987,1.8053101
0.5874878,3.1451538,1.2286987,4.2553101
0.4343628,0.5420288,1.6880737,4.4084351
2.8843628,2.9920288,4.1380737,1.9584351
4.1093628,1.7670288,2.9130737,3.1834351
1.6593628,4.2170288,0.4630737,0.7334351
2.2718628,2.3795288,4.7505737,3.7959351
4.7218628,4.8295288,2.3005737,1.3459351
3.4968628,1.1545288,1.0755737,2.5709351
1.0468628,3.6045288,3.5255737,0.1209351
0.7406128,1.4607788,0.1568237,1.6521851
3.1906128,3.9107788,2.6068237,4.1021851
4.4156128,0.2357788,3.8318237,0.4271851
1.9656128,2.6857788,1.3818237,2.8771851
1.3531128,0.8482788,3.2193237,2.2646851
3.8031128,3.2982788,0.7693237,4.7146851
2.5781128,2.0732788,1.9943237,1.0396851
0.1281128,4.5232788,4.4443237,3.4896851
0.1376831,2.0828491,0.3003784,2.140271
2.5876831,4.5328491,2.7503784,4.590271
3.8126831,0.8578491,3.9753784,0.915271
1.3626831,3.3078491,1.5253784,3.365271
1.9751831,0.2453491,3.3628784,1.527771
4.4251831,2.6953491,0.9128784,3.977771
3.2001831,1.4703491,2.1378784,0.302771
0.7501831,3.9203491,4.5878784,2.752771
1.0564331,1.1640991,1.8316284,4.284021
3.5064331,3.6140991,4.2816284,1.834021
4.7314331,2.3890991,3.0566284,3.059021
2.2814331,4.8390991,0.6066284,0.609021
1.6689331,1.7765991,4.8941284,4.896521
4.1189331,4.2265991,2.4441284,2.446521
2.8939331,0.5515991,1.2191284,3.671521
0.4439331,3.0015991,3.6691284,1.221521
0.5970581,0.7047241,4.1285034,0.149646
3.0470581,3.1547241,1.6785034,2.599646
4.2720581,1.9297241,0.4535034,1.374646
1.8220581,4.3797241,2.9035034,3.824646
2.4345581,2.5422241,2.2910034,0.762146
4.8845581,4.9922241,4.7410034,3.212146
3.6595581,1.3172241,3.5160034,1.987146
1.2095581,3.7672241,1.0660034,4.437146
0.9033081,1.6234741,2.5972534,3.518396
3.3533081,4.0734741,0.1472534,1.068396
4.5783081,0.3984741,1.3722534,4.743396
2.1283081,2.8484741,3.8222534,2.293396
1.5158081,1.0109741,0.7597534,2.905896
3.9658081,3.4609741,3.2097534,0.455896
2.7408081,2.2359741,4.4347534,4.130896
0.2908081,4.6859741,1.9847534,1.680896
0.3673706,0.7812866,2.9800659,4.9730835
2.8173706,3.2312866,0.5300659,2.5230835
4.0423706,2.0062866,1.7550659,3.7480835
1.5923706,4.4562866,4.2050659,1.2980835
2.2048706,1.3937866,1.1425659,4.3605835
4.6548706,3.8437866,3.5925659,1.9105835
3.4298706,0.1687866,4.8175659,3.1355835
0.9798706,2.6187866,2.3675659,0.6855835
1.2861206,2.3125366,3.8988159,1.6043335
3.7361206,4.7625366,1.4488159,4.0543335
4.9611206,1.0875366,0.2238159,0.3793335
2.5111206,3.5375366,2.6738159,2.8293335
1.8986206,0.4750366,2.0613159,2.2168335
4.3486206,2.9250366,4.5113159,4.6668335
3.1236206,1.7000366,3.2863159,0.9918335
0.6736206,4.1500366,0.8363159,3.4418335
0.5204956,1.8531616,1.6019409,2.9824585
2.9704956,4.3031616,4.0519409,0.5324585
4.1954956,0.6281616,2.8269409,4.2074585
1.7454956,3.0781616,0.3769409,1.7574585
2.3579956,1.2406616,4.6644409,3.5949585
4.8079956,3.6906616,2.2144409,1.1449585
3.5829956,2.4656616,0.9894409,4.8199585
1.1329956,4.9156616,3.4394409,2.3699585
0.8267456,0.3219116,0.6831909,0.8387085
3.2767456,2.7719116,3.1331909,3.2887085
4.5017456,1.5469116,4.3581909,2.0637085
2.0517456,3.9969116,1.9081909,4.5137085
1.4392456,2.1594116,3.7456909,0.2262085
3.8892456,4.6094116,1.2956909,2.6762085
2.6642456,0.9344116,2.5206909,1.4512085
0.2142456,3.3844116,4.9706909,3.9012085
0.2525269,0.1305054,2.4058472,3.2504272
2.7025269,2.5805054,4.8558472,0.8004272
3.9275269,1.3555054,3.6308472,4.4754272
1.4775269,3.8055054,1.1808472,2.0254272
2.0900269,1.9680054,4.2433472,2.6379272
4.5400269,4.4180054,1.7933472,0.1879272
3.3150269,0.7430054,0.5683472,3.8629272
0.8650269,3.1930054,3.0183472,1.4129272
1.1712769,1.6617554,0.8745972,0.4941772
3.6212769,4.1117554,3.3245972,2.9441772
4.8462769,0.4367554,4.5495972,1.7191772
2.3962769,2.8867554,2.0995972,4.1691772
1.7837769,1.0492554,2.7120972,1.1066772
4.2337769,3.4992554,0.2620972,3.5566772
3.0087769,2.2742554,1.4870972,2.3316772
0.5587769,4.7242554,3.9370972,4.7816772
0.7119019,2.4273804,3.1714722,4.0160522
3.1619019,4.8773804,0.7214722,1.5660522
4.3869019,1.2023804,1.9464722,2.7910522
1.9369019,3.6523804,4.3964722,0.3410522
2.5494019,0.5898804,0.1089722,4.6285522
4.9994019,3.0398804,2.5589722,2.1785522
3.7744019,1.8148804,3.7839722,3.4035522
1.3244019,4.2648804,1.3339722,0.9535522
1.0181519,0.8961304,4.7027222,2.4848022
3.4681519,3.3461304,2.2527222,4.9348022
4.6931519,2.1211304,1.0277222,1.2598022
2.2431519,4.5711304,3.4777222,3.7098022
1.6306519,1.5086304,1.6402222,1.8723022
4.0806519,3.9586304,4.0902222,4.3223022
2.8556519,0.2836304,2.8652222,0.6473022
0.4056519,2.7336304,0.4152222,3.0973022
0.3290894,1.4320679,4.4730347,1.0301147
2.7790894,3.8820679,2.0230347,3.4801147
4.0040894,0.2070679,0.7980347,2.2551147
1.5540894,2.6570679,3.2480347,4.7051147
2.1665894,0.8195679,1.4105347,0.4176147
4.6165894,3.2695679,3.8605347,2.8676147
3.3915894,2.0445679,2.6355347,1.6426147
0.9415894,4.4945679,0.1855347,4.0926147
1.2478394,0.5133179,3.5542847,2.5613647
3.6978394,2.9633179,1.1042847,0.1113647
4.9228394,1.7383179,2.3292847,3.7863647
2.4728394,4.1883179,4.7792847,1.3363647
1.8603394,2.3508179,0.4917847,3.1738647
4.3103394,4.8008179,2.9417847,0.7238647
3.0853394,1.1258179,4.1667847,4.3988647
0.6353394,3.5758179,1.7167847,1.9488647
0.4822144,1.2789429,1.2574097,1.7957397
2.9322144,3.7289429,3.7074097,4.2457397
4.1572144,2.5039429,4.9324097,0.5707397
1.7072144,4.9539429,2.4824097,3.0207397
2.3197144,1.8914429,3.0949097,2.4082397
4.7697144,4.3414429,0.6449097,4.8582397
3.5447144,0.6664429,1.8699097,1.1832397
1.0947144,3.1164429,4.3199097,3.6332397
0.7884644,2.1976929,2.1761597,4.5519897
3.2384644,4.6476929,4.6261597,2.1019897
4.4634644,0.9726929,3.4011597,3.3269897
2.0134644,3.4226929,0.9511597,0.8769897
1.4009644,0.3601929,4.0136597,3.9394897
3.8509644,2.8101929,1.5636597,1.4894897
2.6259644,1.5851929,0.3386597,2.7144897
0.1759644,4.0351929,2.7886597,0.2644897
0.1568237,1.068396,3.841394,3.0781616
2.6068237,3.518396,1.391394,0.6281616
3.8318237,2.293396,0.166394,4.3031616
1.3818237,4.743396,2.616394,1.8531616
1.9943237,1.680896,2.003894,3.6906616
4.4443237,4.130896,4.453894,1.2406616
3.2193237,0.455896,3.228894,4.9156616
0.7693237,2.905896,0.778894,2.4656616
1.0755737,1.987146,2.922644,0.9344116
3.5255737,4.437146,0.472644,3.3844116
4.7505737,0.762146,1.697644,2.1594116
2.3005737,3.212146,4.147644,4.6094116
1.6880737,0.149646,1.085144,0.3219116
4.1380737,2.599646,3.535144,2.7719116
2.9130737,1.374646,4.760144,1.5469116
0.4630737,3.824646,2.310144,3.9969116
0.6161987,1.527771,0.625769,4.7625366
3.0661987,3.977771,3.075769,2.3125366
4.2911987,0.302771,4.300769,3.5375366
1.8411987,2.752771,1.850769,1.0875366
2.4536987,0.915271,3.688269,4.1500366
4.9036987,3.365271,1.238269,1.7000366
3.6786987,2.140271,2.463269,2.9250366
1.2286987,4.590271,4.913269,0.4750366
0.9224487,0.609021,1.544519,1.3937866
3.3724487,3.059021,3.994519,3.8437866
4.5974487,1.834021,2.769519,0.1687866
2.1474487,4.284021,0.319519,2.6187866
1.5349487,2.446521,4.607019,2.0062866
3.9849487,4.896521,2.157019,4.4562866
2.7599487,1.221521,0.932019,0.7812866
0.3099487,3.671521,3.382019,3.2312866
0.3865112,2.3699585,1.9273315,0.3984741
2.8365112,4.8199585,4.3773315,2.8484741
4.0615112,1.1449585,3.1523315,1.6234741
1.6115112,3.5949585,0.7023315,4.0734741
2.2240112,0.5324585,4.9898315,1.0109741
4.6740112,2.9824585,2.5398315,3.4609741
3.4490112,1.7574585,1.3148315,2.2359741
0.9990112,4.2074585,3.7648315,4.6859741
1.3052612,0.8387085,0.3960815,3.7672241
3.7552612,3.2887085,2.8460815,1.3172241
4.9802612,2.0637085,4.0710815,4.9922241
2.5302612,4.5137085,1.6210815,2.5422241
1.9177612,1.4512085,3.4585815,3.1547241
4.3677612,3.9012085,1.0085815,0.7047241
3.1427612,0.2262085,2.2335815,4.3797241
0.6927612,2.6762085,4.6835815,1.9297241
0.5396362,0.3793335,2.6929565,2.0828491
2.9896362,2.8293335,0.2429565,4.5328491
4.2146362,1.6043335,1.4679565,0.8578491
1.7646362,4.0543335,3.9179565,3.3078491
2.3771362,2.2168335,0.8554565,1.4703491
4.8271362,4.6668335,3.3054565,3.9203491
3.6021362,0.9918335,4.5304565,0.2453491
1.1521362,3.4418335,2.0804565,2.6953491
0.8458862,1.9105835,4.2242065,4.2265991
3.2958862,4.3605835,1.7742065,1.7765991
4.5208862,0.6855835,0.5492065,3.0015991
2.0708862,3.1355835,2.9992065,0.5515991
1.4583862,1.2980835,2.3867065,4.8390991
3.9083862,3.7480835,4.8367065,2.3890991
2.6833862,2.5230835,3.6117065,3.6140991
0.2333862,4.9730835,1.1617065,1.1640991
0.195105,1.7191772,3.4968628,1.7383179
2.645105,4.1691772,1.0468628,4.1883179
3.870105,0.4941772,2.2718628,0.5133179
1.420105,2.9441772,4.7218628,2.9633179
2.032605,1.1066772,0.4343628,2.3508179
4.482605,3.5566772,2.8843628,4.8008179
3.257605,2.3316772,4.1093628,1.1258179
0.807605,4.7816772,1.6593628,3.5758179
1.113855,0.1879272,4.4156128,4.4945679
3.563855,2.6379272,1.9656128,2.0445679
4.788855,1.4129272,0.7406128,3.2695679
2.338855,3.8629272,3.1906128,0.8195679
1.726355,2.0254272,1.3531128,3.8820679
4.176355,4.4754272,3.8031128,1.4320679
2.951355,0.8004272,2.5781128,2.6570679
0.501355,3.2504272,0.1281128,0.2070679
0.65448,0.9535522,2.1187378,1.2789429
3.10448,3.4035522,4.5687378,3.7289429
4.32948,2.1785522,3.3437378,2.5039429
1.87948,4.6285522,0.8937378,4.9539429
2.49198,1.5660522,3.9562378,0.6664429
4.94198,4.0160522,1.5062378,3.1164429
3.71698,0.3410522,0.2812378,1.8914429
